ID	SRR413556	SRR413557	SRR413558	SRR413559	SRR413560	SRR413561	SRR413562	SRR413563	SRR413564	SRR413565	SRR413566	SRR413567	SRR413568	SRR413569	SRR413570	SRR413571	SRR413572	SRR413573	SRR413574	SRR413575	SRR413576	SRR413577	SRR413578	SRR413579	SRR413580	SRR413581	SRR413582	SRR413583	SRR413584	SRR413585	SRR413586	SRR413587	SRR413588	SRR413589	SRR413590	SRR413591	SRR413592	SRR413593	SRR413594	SRR413595	SRR413596	SRR413597	SRR413598	SRR413599	SRR413600	SRR413601	SRR413602	SRR413603	SRR413604	SRR413605	SRR413606	SRR413607	SRR413608	SRR413609	SRR413610	SRR413611	SRR413612	SRR413613	SRR413614	SRR413615	SRR413616	SRR413617	SRR413618	SRR413619	SRR413620	SRR413621	SRR413622	SRR413623	SRR413624	SRR413625	SRR413626	SRR413627	SRR413628	SRR413629	SRR413630	SRR413631	SRR413632	SRR413633	SRR413634	SRR413635	SRR413636	SRR413637	SRR413638	SRR413639	SRR413640	SRR413641	SRR413642	SRR413643	SRR413644	SRR413645	SRR413646	SRR413647	SRR413648	SRR413649	SRR413650	SRR413651	SRR413652	SRR413653	SRR413654	SRR413655	SRR413656	SRR413657	SRR413658	SRR413659	SRR413660	SRR413661	SRR413662	SRR413663	SRR413664	SRR413665	SRR413666	SRR413667	SRR413668	SRR413669	SRR413670	SRR413671	SRR413672	SRR413673	SRR413674	SRR413675	SRR413676	SRR413677	SRR413678	SRR413679	SRR413680	SRR413681	SRR413682	SRR413683	SRR413684	SRR413685	SRR413686	SRR413687	SRR413688	SRR413689	SRR413690	SRR413691	SRR413692	SRR413693	SRR413694	SRR413695	SRR413696	SRR413697	SRR413698	SRR413699	SRR413700	SRR413701	SRR413702	SRR413703	SRR413704	SRR413705	SRR413706	SRR413707	SRR413708	SRR413709	SRR413710	SRR413711	SRR413712	SRR413713	SRR413714	SRR413715	SRR413716	SRR413717	SRR413718	SRR413719	SRR413720	SRR413721	SRR413722	SRR413723	SRR413724	SRR413725	SRR413726	SRR413727	SRR413728	SRR413729	SRR413730	SRR413731	SRR413732	SRR413733	SRR413734	SRR413735	SRR413736	SRR413737	SRR413738	SRR413739	SRR413740	SRR413741	SRR413742	SRR413743	SRR413744	SRR413745	SRR413746	SRR413747	SRR413748	SRR413749	SRR413750	SRR413751	SRR413752	SRR413753	SRR413754	SRR413755	SRR413756
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.89172	4.54502	6.29884	5.469	2.23188	0.63014	1.32183	0.98489	8.40213	1.77551	2.7082	32.6701	3.2202	5.41344	8.16779	0.0	1.39578	0.16834	2.30822	1.5083	1.71942	1.0282	13.73996	3.50703	2.98754	2.65438	2.37207	6.74286	3.6646	3.30886	4.98131	6.67063	3.80396	1.93067	0.95389	2.32349	3.86497	2.86354	9.11323	0.0	2.11119	3.30809	2.91482	5.34084	4.3873	5.75594	6.48261	8.62102	4.54408	0.0082	3.27575	7.00234	27.04641	2.88982	0.0	0.42892	2.24593	3.03293	1.75388	3.63322	1.34419	2.90263	2.70315	1.85568	8.25758	2.8025	2.55824	3.09849	2.454	3.01879	2.26039	0.98147	1.69471	2.06407	0.41464	1.45826	2.43356	0.22164	1.46116	0.14629	0.18594	0.12081	0.18499	1.73112	2.30048	2.00884	0.21981	0.22572	1.04102	2.38667	5.7939	3.25958	0.1006	0.17732	2.93893	1.50191	0.65193	1.27084	0.35995	0.88582	5.26428	0.0588	2.14476	7.91353	0.31944	0.43453	0.24608	2.0713	0.45369	1.8416	4.16177	0.76447	0.38349	1.21159	0.00425	1.19066	0.58383	3.87272	2.98318	5.59529	16.8942	4.45036	2.3334	6.39094	3.36578	4.67526	2.31216	5.67784	8.3107	6.09303	1.46173	20.83834	1.22036	0.38586	5.30087	1.73161	12.33283	2.30765	2.52469	5.19963	4.62132	8.93109	2.24142	0.64853	1.09266	5.54278	8.85456	13.16388	16.50108	1.1024	6.23833	0.87788	4.68853	8.55544	7.00694	2.3236	1.78799	2.37166	7.09898	0.00525	0.89178	2.23719	1.91147	2.93268	5.61635	3.46551	1.80118	9.17762	2.46563	0.8367	7.03584	8.9202	9.53125	3.77189	6.94052	5.66627	1.88634	4.41985	1.53491	5.7919	0.81194	1.15122	0.0	5.68534	6.86221	8.26134	1.30116	2.07219	1.24042	2.96245	2.80415	1.72385	2.32676	5.02375	4.61042	1.89815	4.37413	7.51067	8.50693	0.03822	0.00534
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	0.0	0.36453	1.16527	0.48644	0.0	0.0	0.0	0.47117	0.0	0.06565	0.0	0.0	0.0118	0.6469	0.0	0.0	0.0	0.0	0.0	0.02262	0.30263	0.0	0.0	0.0	0.0	0.63581	0.0	1.00704	0.0	0.0	1.5426	0.0	0.82268	0.79322	0.36603	0.0	0.0	0.0	0.0	0.0	0.91597	0.0	0.07465	0.0	0.0	0.0	0.0	0.0	0.02063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95593	0.0	0.0	0.0	0.0	0.00317	0.0	0.0	0.0	0.0	0.0	0.66949	1.06966	1.40052	0.0	0.0	0.04082	0.0	0.0	0.04523	0.12986	0.0	0.16919	0.0	0.0	0.0	0.00385	0.26033	0.67667	0.0	0.0	0.0	0.31224	0.0	1.6582	0.0	0.0	0.0	0.58549	0.0	0.0	0.15607	0.0	0.29194	1.28549	0.0	0.0	3.72368	0.00339	0.0	0.0	0.12116	0.02625	0.0	0.40637	0.06008	0.0	0.0	0.0	0.0	0.08914	0.0	0.0	0.0	1.37443	0.0	0.38306	0.0	0.0	0.0	0.01842	2.95673	0.0	0.0	0.51629	0.00068	0.0	0.01744	1.75281	0.18808	1.22668	0.95026	0.0	0.48659	0.0	0.0	0.0	0.0	0.0	0.0	2.45799	0.0	0.0	0.0	0.0	0.0	0.0	2.55333	2.6321	0.0	0.0	0.0	0.75215	0.0	0.0	0.0	0.0	0.0	1.10797	0.0	0.0	3.71438	0.22241	0.0	0.51512	3.84987	0.0	0.0	0.01733	2.70708	0.0	0.0	0.0	0.0	0.0	0.0053	0.0	2.74079	2.12234	0.0	0.13571	0.86792	0.24451	0.0	0.0	0.0	0.0	1.68859	0.0	0.0	0.0	0.0	0.03456	0.03822	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis	0.0	0.36453	1.16527	0.48644	0.0	0.0	0.0	0.47117	0.0	0.06565	0.0	0.0	0.0118	0.6469	0.0	0.0	0.0	0.0	0.0	0.02262	0.30263	0.0	0.0	0.0	0.0	0.63581	0.0	1.00704	0.0	0.0	1.5426	0.0	0.82268	0.79322	0.36603	0.0	0.0	0.0	0.0	0.0	0.91597	0.0	0.07465	0.0	0.0	0.0	0.0	0.0	0.02063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95593	0.0	0.0	0.0	0.0	0.00317	0.0	0.0	0.0	0.0	0.0	0.66949	1.06966	1.40052	0.0	0.0	0.04082	0.0	0.0	0.04523	0.12986	0.0	0.16919	0.0	0.0	0.0	0.00385	0.26033	0.67667	0.0	0.0	0.0	0.31224	0.0	1.6582	0.0	0.0	0.0	0.58549	0.0	0.0	0.15607	0.0	0.29194	1.28549	0.0	0.0	3.72368	0.00339	0.0	0.0	0.12116	0.02625	0.0	0.40637	0.06008	0.0	0.0	0.0	0.0	0.08914	0.0	0.0	0.0	1.37443	0.0	0.38306	0.0	0.0	0.0	0.01842	2.95673	0.0	0.0	0.51629	0.00068	0.0	0.01744	1.75281	0.18808	1.22668	0.95026	0.0	0.48659	0.0	0.0	0.0	0.0	0.0	0.0	2.45799	0.0	0.0	0.0	0.0	0.0	0.0	2.55333	2.6321	0.0	0.0	0.0	0.75215	0.0	0.0	0.0	0.0	0.0	1.10797	0.0	0.0	3.71438	0.22241	0.0	0.51512	3.84987	0.0	0.0	0.01733	2.70708	0.0	0.0	0.0	0.0	0.0	0.0053	0.0	2.74079	2.12234	0.0	0.13571	0.86792	0.24451	0.0	0.0	0.0	0.0	1.68859	0.0	0.0	0.0	0.0	0.03456	0.03822	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis|t__GCF_000296465	0.0	0.36453	1.16527	0.48644	0.0	0.0	0.0	0.47117	0.0	0.06565	0.0	0.0	0.0118	0.6469	0.0	0.0	0.0	0.0	0.0	0.02262	0.30263	0.0	0.0	0.0	0.0	0.63581	0.0	1.00704	0.0	0.0	1.5426	0.0	0.82268	0.79322	0.36603	0.0	0.0	0.0	0.0	0.0	0.91597	0.0	0.07465	0.0	0.0	0.0	0.0	0.0	0.02063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95593	0.0	0.0	0.0	0.0	0.00317	0.0	0.0	0.0	0.0	0.0	0.66949	1.06966	1.40052	0.0	0.0	0.04082	0.0	0.0	0.04523	0.12986	0.0	0.16919	0.0	0.0	0.0	0.00385	0.26033	0.67667	0.0	0.0	0.0	0.31224	0.0	1.6582	0.0	0.0	0.0	0.58549	0.0	0.0	0.15607	0.0	0.29194	1.28549	0.0	0.0	3.72368	0.00339	0.0	0.0	0.12116	0.02625	0.0	0.40637	0.06008	0.0	0.0	0.0	0.0	0.08914	0.0	0.0	0.0	1.37443	0.0	0.38306	0.0	0.0	0.0	0.01842	2.95673	0.0	0.0	0.51629	0.00068	0.0	0.01744	1.75281	0.18808	1.22668	0.95026	0.0	0.48659	0.0	0.0	0.0	0.0	0.0	0.0	2.45799	0.0	0.0	0.0	0.0	0.0	0.0	2.55333	2.6321	0.0	0.0	0.0	0.75215	0.0	0.0	0.0	0.0	0.0	1.10797	0.0	0.0	3.71438	0.22241	0.0	0.51512	3.84987	0.0	0.0	0.01733	2.70708	0.0	0.0	0.0	0.0	0.0	0.0053	0.0	2.74079	2.12234	0.0	0.13571	0.86792	0.24451	0.0	0.0	0.0	0.0	1.68859	0.0	0.0	0.0	0.0	0.03456	0.03822	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Butyricimonas	0.0	0.0	0.0	0.0655	0.0	0.0	0.0223	0.0	0.99574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.00691	0.0	0.0	0.0	0.00391	0.0	0.0	0.06712	0.0	0.00373	0.0	0.00258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.04451	0.00314	0.0025	0.02056	0.00294	0.0	0.0	0.0	0.0	0.0	0.0283	0.0	0.0	0.0	0.0	0.02011	0.00732	0.0	0.0	0.0	0.00249	0.0	0.0	0.0	0.0	0.00022	0.0233	0.10595	0.0	0.0	0.0033	0.00043	0.0	0.0	0.00065	0.01403	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00379	0.0	0.00042	0.0	0.0	0.0	0.00703	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.00275	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.006	0.01404	0.00752	0.0	0.02054	0.00632	0.00064	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0166	0.00114	0.00335	0.0	0.0	0.0	0.0	0.00346	0.0	0.0	0.0	0.0	0.0	0.0	0.00517	0.00362	0.0	0.0	0.0	0.0111	0.0	0.0	0.0	0.0	0.0	0.00511	0.0	0.0191	0.0	0.00465	0.0	0.0	0.0005	0.0	0.06274	0.00404	0.0	0.0	0.0	0.0	0.01244	0.0	0.01177	0.0	0.00227	0.00783	0.0	0.0	0.0	0.0	0.01199	0.0	0.00798	0.01399	0.0	0.19485	0.0	0.01492	0.0	0.02042	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Butyricimonas|s__Butyricimonas_synergistica	0.0	0.0	0.0	0.0655	0.0	0.0	0.0223	0.0	0.99574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.00691	0.0	0.0	0.0	0.00391	0.0	0.0	0.06712	0.0	0.00373	0.0	0.00258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.04451	0.00314	0.0025	0.02056	0.00294	0.0	0.0	0.0	0.0	0.0	0.0283	0.0	0.0	0.0	0.0	0.02011	0.00732	0.0	0.0	0.0	0.00249	0.0	0.0	0.0	0.0	0.00022	0.0233	0.10595	0.0	0.0	0.0033	0.00043	0.0	0.0	0.00065	0.01403	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00379	0.0	0.00042	0.0	0.0	0.0	0.00703	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.00275	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.006	0.01404	0.00752	0.0	0.02054	0.00632	0.00064	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0166	0.00114	0.00335	0.0	0.0	0.0	0.0	0.00346	0.0	0.0	0.0	0.0	0.0	0.0	0.00517	0.00362	0.0	0.0	0.0	0.0111	0.0	0.0	0.0	0.0	0.0	0.00511	0.0	0.0191	0.0	0.00465	0.0	0.0	0.0005	0.0	0.06274	0.00404	0.0	0.0	0.0	0.0	0.01244	0.0	0.01177	0.0	0.00227	0.00783	0.0	0.0	0.0	0.0	0.01199	0.0	0.00798	0.01399	0.0	0.19485	0.0	0.01492	0.0	0.02042	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Butyricimonas|s__Butyricimonas_synergistica|t__GCF_000379665	0.0	0.0	0.0	0.0655	0.0	0.0	0.0223	0.0	0.99574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.00691	0.0	0.0	0.0	0.00391	0.0	0.0	0.06712	0.0	0.00373	0.0	0.00258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.04451	0.00314	0.0025	0.02056	0.00294	0.0	0.0	0.0	0.0	0.0	0.0283	0.0	0.0	0.0	0.0	0.02011	0.00732	0.0	0.0	0.0	0.00249	0.0	0.0	0.0	0.0	0.00022	0.0233	0.10595	0.0	0.0	0.0033	0.00043	0.0	0.0	0.00065	0.01403	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00379	0.0	0.00042	0.0	0.0	0.0	0.00703	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.00275	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.006	0.01404	0.00752	0.0	0.02054	0.00632	0.00064	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0166	0.00114	0.00335	0.0	0.0	0.0	0.0	0.00346	0.0	0.0	0.0	0.0	0.0	0.0	0.00517	0.00362	0.0	0.0	0.0	0.0111	0.0	0.0	0.0	0.0	0.0	0.00511	0.0	0.0191	0.0	0.00465	0.0	0.0	0.0005	0.0	0.06274	0.00404	0.0	0.0	0.0	0.0	0.01244	0.0	0.01177	0.0	0.00227	0.00783	0.0	0.0	0.0	0.0	0.01199	0.0	0.00798	0.01399	0.0	0.19485	0.0	0.01492	0.0	0.02042	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter	0.0	0.41818	0.02828	0.0	0.0	0.0	0.0	0.04626	0.0	0.0442	0.0	0.0	0.0	0.01186	0.0	0.0	0.0	0.0	0.0	0.03654	0.01334	0.0	0.0	0.28454	0.0	0.0	0.0	0.20751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03035	0.0	0.13797	0.0	0.0	0.0	0.0	0.00859	0.0	0.0	0.0	0.19797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12803	0.0	0.0	0.16725	0.0	0.0	0.01719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00822	0.0	0.0	0.00498	0.03714	0.0	0.0	0.0	0.0	0.0	0.0	1.8577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48931	0.0	0.0	0.0	0.0	0.0	0.1555	0.0	0.0	0.0	0.0	0.0	0.00199	0.0	0.0	0.12829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10601	0.0	0.03748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter|s__Coprobacter_fastidiosus	0.0	0.41818	0.02828	0.0	0.0	0.0	0.0	0.04626	0.0	0.0442	0.0	0.0	0.0	0.01186	0.0	0.0	0.0	0.0	0.0	0.03654	0.01334	0.0	0.0	0.28454	0.0	0.0	0.0	0.20751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03035	0.0	0.13797	0.0	0.0	0.0	0.0	0.00859	0.0	0.0	0.0	0.19797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12803	0.0	0.0	0.16725	0.0	0.0	0.01719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00822	0.0	0.0	0.00498	0.03714	0.0	0.0	0.0	0.0	0.0	0.0	1.8577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48931	0.0	0.0	0.0	0.0	0.0	0.1555	0.0	0.0	0.0	0.0	0.0	0.00199	0.0	0.0	0.12829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10601	0.0	0.03748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter|s__Coprobacter_fastidiosus|t__GCF_000473955	0.0	0.41818	0.02828	0.0	0.0	0.0	0.0	0.04626	0.0	0.0442	0.0	0.0	0.0	0.01186	0.0	0.0	0.0	0.0	0.0	0.03654	0.01334	0.0	0.0	0.28454	0.0	0.0	0.0	0.20751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03035	0.0	0.13797	0.0	0.0	0.0	0.0	0.00859	0.0	0.0	0.0	0.19797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12803	0.0	0.0	0.16725	0.0	0.0	0.01719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00822	0.0	0.0	0.00498	0.03714	0.0	0.0	0.0	0.0	0.0	0.0	1.8577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48931	0.0	0.0	0.0	0.0	0.0	0.1555	0.0	0.0	0.0	0.0	0.0	0.00199	0.0	0.0	0.12829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10601	0.0	0.03748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas|s__Dysgonomonas_mossii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas|s__Dysgonomonas_mossii|t__Dysgonomonas_mossii_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
